# Tilt	Rotation	mrd
0.00	0.00	0.00
0.00	0.00	0.00
0.00	5.00	0.00
0.00	10.00	0.00
0.00	15.00	0.00
0.00	20.00	0.00
0.00	25.00	0.00
0.00	30.00	0.00
0.00	35.00	0.00
0.00	40.00	0.00
0.00	45.00	0.00
0.00	50.00	0.00
0.00	55.00	0.00
0.00	60.00	0.00
0.00	65.00	0.00
0.00	70.00	0.00
0.00	75.00	0.00
0.00	80.00	0.00
0.00	85.00	0.00
0.00	90.00	0.00
0.00	95.00	0.00
0.00	100.00	0.00
0.00	105.00	0.00
0.00	110.00	0.00
0.00	115.00	0.00
0.00	120.00	0.00
0.00	125.00	0.00
0.00	130.00	0.00
0.00	135.00	0.00
0.00	140.00	0.00
0.00	145.00	0.00
0.00	150.00	0.00
0.00	155.00	0.00
0.00	160.00	0.00
0.00	165.00	0.00
0.00	170.00	0.00
0.00	175.00	0.00
0.00	180.00	0.00
0.00	185.00	0.00
0.00	190.00	0.00
0.00	195.00	0.00
0.00	200.00	0.00
0.00	205.00	0.00
0.00	210.00	0.00
0.00	215.00	0.00
0.00	220.00	0.00
0.00	225.00	0.00
0.00	230.00	0.00
0.00	235.00	0.00
0.00	240.00	0.00
0.00	245.00	0.00
0.00	250.00	0.00
0.00	255.00	0.00
0.00	260.00	0.00
0.00	265.00	0.00
0.00	270.00	0.00
0.00	275.00	0.00
0.00	280.00	0.00
0.00	285.00	0.00
0.00	290.00	0.00
0.00	295.00	0.00
0.00	300.00	0.00
0.00	305.00	0.00
0.00	310.00	0.00
0.00	315.00	0.00
0.00	320.00	0.00
0.00	325.00	0.00
0.00	330.00	0.00
0.00	335.00	0.00
0.00	340.00	0.00
0.00	345.00	0.00
0.00	350.00	0.00
0.00	355.00	0.00
0.00	360.00	0.00
5.00	0.00	0.00
5.00	5.00	0.00
5.00	10.00	0.00
5.00	15.00	0.00
5.00	20.00	0.00
5.00	25.00	0.00
5.00	30.00	0.00
5.00	35.00	0.00
5.00	40.00	0.00
5.00	45.00	0.00
5.00	50.00	0.00
5.00	55.00	0.00
5.00	60.00	0.00
5.00	65.00	0.00
5.00	70.00	0.00
5.00	75.00	0.00
5.00	80.00	0.00
5.00	85.00	0.00
5.00	90.00	0.00
5.00	95.00	0.00
5.00	100.00	0.00
5.00	105.00	0.00
5.00	110.00	0.00
5.00	115.00	0.00
5.00	120.00	0.00
5.00	125.00	0.00
5.00	130.00	0.00
5.00	135.00	0.00
5.00	140.00	0.00
5.00	145.00	0.00
5.00	150.00	0.00
5.00	155.00	0.00
5.00	160.00	0.00
5.00	165.00	0.00
5.00	170.00	0.00
5.00	175.00	0.00
5.00	180.00	0.00
5.00	185.00	0.00
5.00	190.00	0.00
5.00	195.00	0.00
5.00	200.00	0.00
5.00	205.00	0.00
5.00	210.00	0.00
5.00	215.00	0.00
5.00	220.00	0.00
5.00	225.00	0.00
5.00	230.00	0.00
5.00	235.00	0.00
5.00	240.00	0.00
5.00	245.00	0.00
5.00	250.00	0.00
5.00	255.00	0.00
5.00	260.00	0.00
5.00	265.00	0.00
5.00	270.00	0.00
5.00	275.00	0.00
5.00	280.00	0.00
5.00	285.00	0.00
5.00	290.00	0.00
5.00	295.00	0.00
5.00	300.00	0.00
5.00	305.00	0.00
5.00	310.00	0.00
5.00	315.00	0.00
5.00	320.00	0.00
5.00	325.00	0.00
5.00	330.00	0.00
5.00	335.00	0.00
5.00	340.00	0.00
5.00	345.00	0.00
5.00	350.00	0.00
5.00	355.00	0.00
5.00	360.00	0.00
10.00	0.00	0.00
10.00	5.00	0.00
10.00	10.00	0.00
10.00	15.00	0.00
10.00	20.00	0.00
10.00	25.00	0.00
10.00	30.00	0.00
10.00	35.00	0.00
10.00	40.00	0.00
10.00	45.00	0.00
10.00	50.00	0.00
10.00	55.00	0.00
10.00	60.00	0.00
10.00	65.00	0.00
10.00	70.00	0.00
10.00	75.00	0.00
10.00	80.00	0.00
10.00	85.00	0.00
10.00	90.00	0.00
10.00	95.00	0.00
10.00	100.00	0.00
10.00	105.00	0.00
10.00	110.00	0.00
10.00	115.00	0.00
10.00	120.00	0.00
10.00	125.00	0.00
10.00	130.00	0.00
10.00	135.00	0.00
10.00	140.00	0.00
10.00	145.00	0.00
10.00	150.00	0.00
10.00	155.00	0.00
10.00	160.00	0.00
10.00	165.00	0.00
10.00	170.00	0.00
10.00	175.00	0.00
10.00	180.00	0.00
10.00	185.00	0.00
10.00	190.00	0.00
10.00	195.00	0.00
10.00	200.00	0.00
10.00	205.00	0.00
10.00	210.00	0.00
10.00	215.00	0.00
10.00	220.00	0.00
10.00	225.00	0.00
10.00	230.00	0.00
10.00	235.00	0.00
10.00	240.00	0.00
10.00	245.00	0.00
10.00	250.00	0.00
10.00	255.00	0.00
10.00	260.00	0.00
10.00	265.00	0.00
10.00	270.00	0.00
10.00	275.00	0.00
10.00	280.00	0.00
10.00	285.00	0.00
10.00	290.00	0.00
10.00	295.00	0.00
10.00	300.00	0.00
10.00	305.00	0.00
10.00	310.00	0.00
10.00	315.00	0.00
10.00	320.00	0.00
10.00	325.00	0.00
10.00	330.00	0.00
10.00	335.00	0.00
10.00	340.00	0.00
10.00	345.00	0.00
10.00	350.00	0.00
10.00	355.00	0.00
10.00	360.00	0.00
15.00	0.00	0.00
15.00	5.00	0.00
15.00	10.00	0.00
15.00	15.00	0.00
15.00	20.00	0.00
15.00	25.00	0.00
15.00	30.00	0.00
15.00	35.00	0.00
15.00	40.00	0.00
15.00	45.00	0.00
15.00	50.00	0.00
15.00	55.00	0.00
15.00	60.00	0.00
15.00	65.00	0.00
15.00	70.00	0.00
15.00	75.00	0.00
15.00	80.00	0.00
15.00	85.00	0.00
15.00	90.00	0.00
15.00	95.00	0.00
15.00	100.00	0.00
15.00	105.00	0.00
15.00	110.00	0.00
15.00	115.00	0.00
15.00	120.00	0.00
15.00	125.00	0.00
15.00	130.00	0.00
15.00	135.00	0.00
15.00	140.00	0.00
15.00	145.00	0.00
15.00	150.00	0.00
15.00	155.00	0.00
15.00	160.00	0.00
15.00	165.00	0.00
15.00	170.00	0.00
15.00	175.00	0.00
15.00	180.00	0.00
15.00	185.00	0.00
15.00	190.00	0.00
15.00	195.00	0.00
15.00	200.00	0.00
15.00	205.00	0.00
15.00	210.00	0.00
15.00	215.00	0.00
15.00	220.00	0.00
15.00	225.00	0.00
15.00	230.00	0.00
15.00	235.00	0.00
15.00	240.00	0.00
15.00	245.00	0.00
15.00	250.00	0.00
15.00	255.00	0.00
15.00	260.00	0.00
15.00	265.00	0.00
15.00	270.00	0.00
15.00	275.00	0.00
15.00	280.00	0.00
15.00	285.00	0.00
15.00	290.00	0.00
15.00	295.00	0.00
15.00	300.00	0.00
15.00	305.00	0.00
15.00	310.00	0.00
15.00	315.00	0.00
15.00	320.00	0.00
15.00	325.00	0.00
15.00	330.00	0.00
15.00	335.00	0.00
15.00	340.00	0.00
15.00	345.00	0.00
15.00	350.00	0.00
15.00	355.00	0.00
15.00	360.00	0.00
20.00	0.00	0.00
20.00	5.00	0.00
20.00	10.00	0.00
20.00	15.00	0.00
20.00	20.00	0.00
20.00	25.00	0.00
20.00	30.00	0.00
20.00	35.00	0.00
20.00	40.00	0.00
20.00	45.00	0.00
20.00	50.00	0.00
20.00	55.00	0.00
20.00	60.00	0.00
20.00	65.00	0.00
20.00	70.00	0.00
20.00	75.00	0.00
20.00	80.00	0.00
20.00	85.00	0.00
20.00	90.00	0.00
20.00	95.00	0.00
20.00	100.00	0.00
20.00	105.00	0.00
20.00	110.00	0.00
20.00	115.00	0.00
20.00	120.00	0.00
20.00	125.00	0.00
20.00	130.00	0.00
20.00	135.00	0.00
20.00	140.00	0.00
20.00	145.00	0.00
20.00	150.00	0.00
20.00	155.00	0.00
20.00	160.00	0.00
20.00	165.00	0.00
20.00	170.00	0.00
20.00	175.00	0.00
20.00	180.00	0.00
20.00	185.00	0.00
20.00	190.00	0.00
20.00	195.00	0.00
20.00	200.00	0.00
20.00	205.00	0.00
20.00	210.00	0.00
20.00	215.00	0.00
20.00	220.00	0.00
20.00	225.00	0.00
20.00	230.00	0.00
20.00	235.00	0.00
20.00	240.00	0.00
20.00	245.00	0.00
20.00	250.00	0.00
20.00	255.00	0.00
20.00	260.00	0.00
20.00	265.00	0.00
20.00	270.00	0.00
20.00	275.00	0.00
20.00	280.00	0.00
20.00	285.00	0.00
20.00	290.00	0.00
20.00	295.00	0.00
20.00	300.00	0.00
20.00	305.00	0.00
20.00	310.00	0.00
20.00	315.00	0.00
20.00	320.00	0.00
20.00	325.00	0.00
20.00	330.00	0.00
20.00	335.00	0.00
20.00	340.00	0.00
20.00	345.00	0.00
20.00	350.00	0.00
20.00	355.00	0.00
20.00	360.00	0.00
25.00	0.00	0.00
25.00	5.00	0.00
25.00	10.00	0.00
25.00	15.00	0.00
25.00	20.00	0.00
25.00	25.00	0.00
25.00	30.00	0.00
25.00	35.00	0.00
25.00	40.00	0.00
25.00	45.00	0.00
25.00	50.00	0.00
25.00	55.00	0.00
25.00	60.00	0.00
25.00	65.00	0.00
25.00	70.00	0.00
25.00	75.00	0.00
25.00	80.00	0.00
25.00	85.00	0.00
25.00	90.00	0.00
25.00	95.00	0.00
25.00	100.00	0.00
25.00	105.00	0.00
25.00	110.00	0.00
25.00	115.00	0.00
25.00	120.00	0.00
25.00	125.00	0.00
25.00	130.00	0.00
25.00	135.00	0.00
25.00	140.00	0.00
25.00	145.00	0.00
25.00	150.00	0.00
25.00	155.00	0.00
25.00	160.00	0.00
25.00	165.00	0.00
25.00	170.00	0.00
25.00	175.00	0.00
25.00	180.00	0.00
25.00	185.00	0.00
25.00	190.00	0.00
25.00	195.00	0.00
25.00	200.00	0.00
25.00	205.00	0.00
25.00	210.00	0.00
25.00	215.00	0.00
25.00	220.00	0.00
25.00	225.00	0.00
25.00	230.00	0.00
25.00	235.00	0.00
25.00	240.00	0.00
25.00	245.00	0.00
25.00	250.00	0.00
25.00	255.00	0.00
25.00	260.00	0.00
25.00	265.00	0.00
25.00	270.00	0.00
25.00	275.00	0.00
25.00	280.00	0.00
25.00	285.00	0.00
25.00	290.00	0.00
25.00	295.00	0.00
25.00	300.00	0.00
25.00	305.00	0.00
25.00	310.00	0.00
25.00	315.00	0.00
25.00	320.00	0.00
25.00	325.00	0.00
25.00	330.00	0.00
25.00	335.00	0.00
25.00	340.00	0.00
25.00	345.00	0.00
25.00	350.00	0.00
25.00	355.00	0.00
25.00	360.00	0.00
30.00	0.00	0.00
30.00	5.00	0.00
30.00	10.00	0.00
30.00	15.00	0.00
30.00	20.00	0.00
30.00	25.00	0.00
30.00	30.00	0.00
30.00	35.00	0.00
30.00	40.00	0.00
30.00	45.00	0.00
30.00	50.00	0.00
30.00	55.00	0.00
30.00	60.00	0.00
30.00	65.00	0.00
30.00	70.00	0.00
30.00	75.00	0.00
30.00	80.00	0.00
30.00	85.00	0.00
30.00	90.00	0.00
30.00	95.00	0.00
30.00	100.00	0.00
30.00	105.00	0.00
30.00	110.00	0.00
30.00	115.00	0.00
30.00	120.00	0.00
30.00	125.00	0.00
30.00	130.00	0.00
30.00	135.00	0.00
30.00	140.00	0.00
30.00	145.00	0.00
30.00	150.00	0.00
30.00	155.00	0.00
30.00	160.00	0.00
30.00	165.00	0.00
30.00	170.00	0.00
30.00	175.00	0.00
30.00	180.00	0.00
30.00	185.00	0.00
